ticker_symbol,company_name,day_date,close_value,volume,open_value,high_value,low_value
TSLA,Tesla Inc,2019-06-17,225.03,12316800,215.48,227.0,214.27
TSLA,Tesla Inc,2019-06-18,224.74,12715790,228.72,234.74,222.56
TSLA,Tesla Inc,2019-06-19,226.43,6575135,225.11,227.77,221.06
TSLA,Tesla Inc,2019-06-20,219.62,11863460,223.0,226.9,216.35
TSLA,Tesla Inc,2019-06-21,221.86,8202078,216.22,222.18,215.5
TSLA,Tesla Inc,2019-06-22,221.86,8202078,216.22,222.18,215.5
TSLA,Tesla Inc,2019-06-23,221.86,8202078,216.22,222.18,215.5
TSLA,Tesla Inc,2019-06-24,223.64,5750771,223.24,225.86,221.02
TSLA,Tesla Inc,2019-06-25,219.76,6182071,224.39,225.34,219.49
TSLA,Tesla Inc,2019-06-26,219.27,8507208,220.31,227.23,218.1
TSLA,Tesla Inc,2019-06-27,222.84,6339710,219.45,222.9,217.35
TSLA,Tesla Inc,2019-06-28,223.46,6851384,220.99,225.17,220.8
TSLA,Tesla Inc,2019-06-29,223.46,6851384,220.99,225.17,220.8
TSLA,Tesla Inc,2019-06-30,223.46,6851384,220.99,225.17,220.8
TSLA,Tesla Inc,2019-07-01,227.17,8237964,230.21,233.0995,226.28
TSLA,Tesla Inc,2019-07-02,224.55,9259027,228.89,229.15,222.22
TSLA,Tesla Inc,2019-07-03,234.9,14201150,239.39,241.57,234.51
TSLA,Tesla Inc,2019-07-04,234.9,14201150,239.39,241.57,234.51
TSLA,Tesla Inc,2019-07-05,233.1,7065738,234.57,235.45,230.8
TSLA,Tesla Inc,2019-07-06,233.1,7065738,234.57,235.45,230.8
TSLA,Tesla Inc,2019-07-07,233.1,7065738,234.57,235.45,230.8
TSLA,Tesla Inc,2019-07-08,230.34,5880542,231.24,232.25,228.66
TSLA,Tesla Inc,2019-07-09,230.06,6190835,228.97,231.0,227.28
TSLA,Tesla Inc,2019-07-10,238.92,9145736,234.15,238.94,233.14
TSLA,Tesla Inc,2019-07-11,238.6,7514430,238.14,241.5,235.8
TSLA,Tesla Inc,2019-07-12,245.08,9200521,239.75,245.38,239.71
TSLA,Tesla Inc,2019-07-13,245.08,9200521,239.75,245.38,239.71
TSLA,Tesla Inc,2019-07-14,245.08,9200521,239.75,245.38,239.71
TSLA,Tesla Inc,2019-07-15,253.5,11000090,248.0,254.42,244.86
TSLA,Tesla Inc,2019-07-16,252.38,8148989,249.3,253.53,247.9325
TSLA,Tesla Inc,2019-07-17,254.86,9764727,255.67,258.31,253.35
TSLA,Tesla Inc,2019-07-18,253.54,4764483,255.05,255.75,251.885
TSLA,Tesla Inc,2019-07-19,258.18,7048410,255.69,259.96,254.62
TSLA,Tesla Inc,2019-07-20,258.18,7048410,255.69,259.96,254.62
TSLA,Tesla Inc,2019-07-21,258.18,7048410,255.69,259.96,254.62
TSLA,Tesla Inc,2019-07-22,255.68,6846273,258.75,262.155,254.1911
TSLA,Tesla Inc,2019-07-23,260.17,5023121,256.71,260.48,254.5
TSLA,Tesla Inc,2019-07-24,264.88,11072840,259.17,266.07,258.1601
TSLA,Tesla Inc,2019-07-25,228.82,22418250,233.5,234.5,225.5501
TSLA,Tesla Inc,2019-07-26,228.04,10027700,226.92,230.26,222.25
TSLA,Tesla Inc,2019-07-27,228.04,10027700,226.92,230.26,222.25
TSLA,Tesla Inc,2019-07-28,228.04,10027700,226.92,230.26,222.25
TSLA,Tesla Inc,2019-07-29,235.77,9273331,227.09,235.94,226.0325
TSLA,Tesla Inc,2019-07-30,242.26,8109014,232.9,243.36,232.18
TSLA,Tesla Inc,2019-07-31,241.61,9178208,243.0,246.68,236.6501
TSLA,Tesla Inc,2019-08-01,233.85,8259516,242.65,244.51,231.77
TSLA,Tesla Inc,2019-08-02,234.34,6136481,231.35,236.27,229.23
TSLA,Tesla Inc,2019-08-03,234.34,6136481,231.35,236.27,229.23
TSLA,Tesla Inc,2019-08-04,234.34,6136481,231.35,236.27,229.23
TSLA,Tesla Inc,2019-08-05,228.32,7028279,229.6,231.3673,225.775
TSLA,Tesla Inc,2019-08-06,230.75,5564200,231.88,232.5,225.75
TSLA,Tesla Inc,2019-08-07,233.42,4776500,226.5,233.5688,225.8
TSLA,Tesla Inc,2019-08-08,238.3,5274349,234.45,239.8,232.65
TSLA,Tesla Inc,2019-08-09,235.01,3898244,236.054,238.96,233.81
TSLA,Tesla Inc,2019-08-10,235.01,3898244,236.054,238.96,233.81
TSLA,Tesla Inc,2019-08-11,235.01,3898244,236.054,238.96,233.81
TSLA,Tesla Inc,2019-08-12,229.01,4663937,232.99,235.77,228.75
TSLA,Tesla Inc,2019-08-13,235.0,4868998,228.81,236.0,227.55
TSLA,Tesla Inc,2019-08-14,219.62,9562591,231.21,231.5,216.69
TSLA,Tesla Inc,2019-08-15,215.64,8231952,220.86,221.56,211.55
TSLA,Tesla Inc,2019-08-16,219.94,5207376,216.66,222.24,216.02
TSLA,Tesla Inc,2019-08-17,219.94,5207376,216.66,222.24,216.02
TSLA,Tesla Inc,2019-08-18,219.94,5207376,216.66,222.24,216.02
TSLA,Tesla Inc,2019-08-19,226.83,5311748,224.21,227.83,221.7
TSLA,Tesla Inc,2019-08-20,225.86,4170527,227.62,229.09,224.54
TSLA,Tesla Inc,2019-08-21,220.83,7799744,222.01,223.22,217.6
TSLA,Tesla Inc,2019-08-22,222.15,6564964,222.8,225.4,218.22
TSLA,Tesla Inc,2019-08-23,211.4,8559704,219.97,221.17,211.0
TSLA,Tesla Inc,2019-08-24,211.4,8559704,219.97,221.17,211.0
TSLA,Tesla Inc,2019-08-25,211.4,8559704,219.97,221.17,211.0
TSLA,Tesla Inc,2019-08-26,215.0,5054414,213.6,215.02,211.54
TSLA,Tesla Inc,2019-08-27,214.08,5420727,215.74,218.8,212.03
TSLA,Tesla Inc,2019-08-28,215.59,3238625,213.69,217.25,212.31
TSLA,Tesla Inc,2019-08-29,221.71,5183104,219.0,223.4,218.0
TSLA,Tesla Inc,2019-08-30,225.61,9327775,229.15,232.44,224.213
TSLA,Tesla Inc,2019-08-31,225.61,9327775,229.15,232.44,224.213
TSLA,Tesla Inc,2019-09-01,225.61,9327775,229.15,232.44,224.213
TSLA,Tesla Inc,2019-09-02,225.61,9327775,229.15,232.44,224.213
TSLA,Tesla Inc,2019-09-03,225.01,5360546,224.08,228.95,223.16
TSLA,Tesla Inc,2019-09-04,220.68,5768696,226.89,228.46,219.205
TSLA,Tesla Inc,2019-09-05,229.58,7403322,222.5,229.8,220.85
TSLA,Tesla Inc,2019-09-06,227.45,4189372,227.2,229.64,225.17
TSLA,Tesla Inc,2019-09-07,227.45,4189372,227.2,229.64,225.17
TSLA,Tesla Inc,2019-09-08,227.45,4189372,227.2,229.64,225.17
TSLA,Tesla Inc,2019-09-09,231.79,4802669,230.0,233.76,229.23
TSLA,Tesla Inc,2019-09-10,235.54,4883714,230.8,235.54,228.94
TSLA,Tesla Inc,2019-09-11,247.1,10042780,237.38,248.1741,236.0
TSLA,Tesla Inc,2019-09-12,245.87,8581210,247.7,253.5,244.4
TSLA,Tesla Inc,2019-09-13,245.2,5313145,246.96,248.45,244.865
TSLA,Tesla Inc,2019-09-14,245.2,5313145,246.96,248.45,244.865
TSLA,Tesla Inc,2019-09-15,245.2,5313145,246.96,248.45,244.865
TSLA,Tesla Inc,2019-09-16,242.81,4728096,246.0,247.43,241.17
TSLA,Tesla Inc,2019-09-17,244.79,3946909,242.47,245.6,240.37
TSLA,Tesla Inc,2019-09-18,243.49,4228103,245.0,248.1685,242.37
TSLA,Tesla Inc,2019-09-19,246.6,4883135,246.0,247.94,244.84
TSLA,Tesla Inc,2019-09-20,240.62,6506264,246.49,246.946,238.16
TSLA,Tesla Inc,2019-09-21,240.62,6506264,246.49,246.946,238.16
TSLA,Tesla Inc,2019-09-22,240.62,6506264,246.49,246.946,238.16
TSLA,Tesla Inc,2019-09-23,241.23,4391630,240.0,245.1794,239.22
TSLA,Tesla Inc,2019-09-24,223.21,12941110,241.52,241.99,222.61
TSLA,Tesla Inc,2019-09-25,228.7,9444286,224.56,228.98,218.36
TSLA,Tesla Inc,2019-09-26,242.56,12078790,230.66,243.31,227.4
TSLA,Tesla Inc,2019-09-27,242.13,11123180,242.2,248.71,238.73
TSLA,Tesla Inc,2019-09-28,242.13,11123180,242.2,248.71,238.73
TSLA,Tesla Inc,2019-09-29,242.13,11123180,242.2,248.71,238.73
TSLA,Tesla Inc,2019-09-30,240.87,5946161,243.0,243.98,236.1111
TSLA,Tesla Inc,2019-10-01,244.69,6196290,241.5,245.95,239.13
TSLA,Tesla Inc,2019-10-02,243.13,6256548,243.29,244.65,239.43
TSLA,Tesla Inc,2019-10-03,233.03,15137760,231.86,234.48,224.28
TSLA,Tesla Inc,2019-10-04,231.43,8021180,231.61,234.78,228.07
TSLA,Tesla Inc,2019-10-05,231.43,8021180,231.61,234.78,228.07
TSLA,Tesla Inc,2019-10-06,231.43,8021180,231.61,234.78,228.07
TSLA,Tesla Inc,2019-10-07,237.72,8086957,229.8,238.56,228.55
TSLA,Tesla Inc,2019-10-08,240.05,8702338,235.87,243.94,234.5
TSLA,Tesla Inc,2019-10-09,244.53,6935033,241.32,247.295,240.65
TSLA,Tesla Inc,2019-10-10,244.74,6313417,245.28,249.28,241.58
TSLA,Tesla Inc,2019-10-11,247.89,8488159,247.15,251.08,246.81
TSLA,Tesla Inc,2019-10-12,247.89,8488159,247.15,251.08,246.81
TSLA,Tesla Inc,2019-10-13,247.89,8488159,247.15,251.08,246.81
TSLA,Tesla Inc,2019-10-14,256.96,10226860,247.9,258.55,247.13
TSLA,Tesla Inc,2019-10-15,257.89,6479456,257.7,260.0,254.12
TSLA,Tesla Inc,2019-10-16,259.75,6704303,257.39,262.1,256.92
TSLA,Tesla Inc,2019-10-17,261.97,4779043,262.5,264.78,260.17
TSLA,Tesla Inc,2019-10-18,256.95,5753666,260.7,262.8,255.1
TSLA,Tesla Inc,2019-10-19,256.95,5753666,260.7,262.8,255.1
TSLA,Tesla Inc,2019-10-20,256.95,5753666,260.7,262.8,255.1
TSLA,Tesla Inc,2019-10-21,253.5,5108101,258.33,259.5,250.18
TSLA,Tesla Inc,2019-10-22,255.58,4625095,254.32,258.33,250.85
TSLA,Tesla Inc,2019-10-23,254.68,11216180,254.5,256.14,251.35
TSLA,Tesla Inc,2019-10-24,299.68,29819230,298.37,304.93,289.2
TSLA,Tesla Inc,2019-10-25,328.13,30006090,297.72,330.0,296.11
TSLA,Tesla Inc,2019-10-26,328.13,30006090,297.72,330.0,296.11
TSLA,Tesla Inc,2019-10-27,328.13,30006090,297.72,330.0,296.11
TSLA,Tesla Inc,2019-10-28,327.71,18870290,327.54,340.84,322.6
TSLA,Tesla Inc,2019-10-29,316.22,12684270,319.99,324.3,314.75
TSLA,Tesla Inc,2019-10-30,315.01,9641810,313.0,318.79,309.97
TSLA,Tesla Inc,2019-10-31,314.92,5066956,313.1,319.0,313.0
TSLA,Tesla Inc,2019-11-01,313.31,6383929,316.32,316.48,309.8
TSLA,Tesla Inc,2019-11-02,313.31,6383929,316.32,316.48,309.8
TSLA,Tesla Inc,2019-11-03,313.31,6383929,316.32,316.48,309.8
TSLA,Tesla Inc,2019-11-04,317.47,8787040,314.8,321.94,309.26
TSLA,Tesla Inc,2019-11-05,317.22,6943417,319.62,323.51,316.118
TSLA,Tesla Inc,2019-11-06,326.58,7940932,318.0,326.72,314.5
TSLA,Tesla Inc,2019-11-07,335.54,14467350,329.14,341.5,328.02
TSLA,Tesla Inc,2019-11-08,337.14,6074221,334.5,337.46,332.5
TSLA,Tesla Inc,2019-11-09,337.14,6074221,334.5,337.46,332.5
TSLA,Tesla Inc,2019-11-10,337.14,6074221,334.5,337.46,332.5
TSLA,Tesla Inc,2019-11-11,345.09,9993689,343.95,349.19,342.0
TSLA,Tesla Inc,2019-11-12,349.93,7359383,346.9,350.37,344.04
TSLA,Tesla Inc,2019-11-13,346.11,8467863,355.0,356.33,345.18
TSLA,Tesla Inc,2019-11-14,349.35,6471703,346.11,353.84,342.91
TSLA,Tesla Inc,2019-11-15,352.17,4812563,350.64,352.8,348.36
TSLA,Tesla Inc,2019-11-16,352.17,4812563,350.64,352.8,348.36
TSLA,Tesla Inc,2019-11-17,352.17,4812563,350.64,352.8,348.36
TSLA,Tesla Inc,2019-11-18,349.99,4408505,352.917,353.15,346.1
TSLA,Tesla Inc,2019-11-19,359.52,7736078,351.75,359.99,347.8
TSLA,Tesla Inc,2019-11-20,352.22,6733965,360.0,361.2,349.57
TSLA,Tesla Inc,2019-11-21,354.83,6110013,354.51,360.84,354.0039
TSLA,Tesla Inc,2019-11-22,333.04,16870640,340.16,341.0,330.0
TSLA,Tesla Inc,2019-11-23,333.04,16870640,340.16,341.0,330.0
TSLA,Tesla Inc,2019-11-24,333.04,16870640,340.16,341.0,330.0
TSLA,Tesla Inc,2019-11-25,336.34,12345770,344.32,344.57,334.46
TSLA,Tesla Inc,2019-11-26,328.92,7956239,335.27,335.5,327.1
TSLA,Tesla Inc,2019-11-27,331.29,5563459,331.12,333.93,328.57
TSLA,Tesla Inc,2019-11-28,331.29,5563459,331.12,333.93,328.57
TSLA,Tesla Inc,2019-11-29,329.94,2465629,331.11,331.26,327.5
TSLA,Tesla Inc,2019-11-30,329.94,2465629,331.11,331.26,327.5
TSLA,Tesla Inc,2019-12-01,329.94,2465629,331.11,331.26,327.5
TSLA,Tesla Inc,2019-12-02,334.87,6081986,329.4,336.3827,328.687
TSLA,Tesla Inc,2019-12-03,336.2,6613476,332.62,337.91,332.186
TSLA,Tesla Inc,2019-12-04,333.03,5536255,337.75,337.86,332.85
TSLA,Tesla Inc,2019-12-05,330.37,3736976,332.83,334.4227,327.25
TSLA,Tesla Inc,2019-12-06,335.89,7618937,335.0,338.86,334.77
TSLA,Tesla Inc,2019-12-07,335.89,7618937,335.0,338.86,334.77
TSLA,Tesla Inc,2019-12-08,335.89,7618937,335.0,338.86,334.77
